 user_id |      full_name       | course_id |  student_avg_score  |  course_avg_score   
      21 | Student11 Lastname11 |        17 | 62.0000000000000000 | 49.4117647058823529
      44 | Student34 Lastname34 |        10 | 64.3333333333333333 | 52.5400000000000000
      12 | Student2 Lastname2   |        15 | 64.3333333333333333 | 55.2826086956521739
      31 | Student21 Lastname21 |         4 | 75.6666666666666667 | 52.8723404255319149
      19 | Student9 Lastname9   |         5 | 56.5000000000000000 | 53.5686274509803922
      42 | Student32 Lastname32 |        12 | 63.6666666666666667 | 56.7804878048780488
      34 | Student24 Lastname24 |         5 | 55.5000000000000000 | 53.5686274509803922
      12 | Student2 Lastname2   |         1 | 58.0000000000000000 | 53.0000000000000000
      27 | Student17 Lastname17 |        14 | 54.2500000000000000 | 45.0208333333333333
      21 | Student11 Lastname11 |        15 | 60.5000000000000000 | 55.2826086956521739
      26 | Student16 Lastname16 |         4 | 73.0000000000000000 | 52.8723404255319149
      41 | Student31 Lastname31 |        13 | 79.0000000000000000 | 45.9672131147540984
      27 | Student17 Lastname17 |        17 | 55.2500000000000000 | 49.4117647058823529
      25 | Student15 Lastname15 |        11 | 66.0000000000000000 | 53.1666666666666667
      40 | Student30 Lastname30 |        12 | 73.0000000000000000 | 56.7804878048780488
      43 | Student33 Lastname33 |         6 | 68.7500000000000000 | 48.1282051282051282
      15 | Student5 Lastname5   |        15 | 81.0000000000000000 | 55.2826086956521739
      14 | Student4 Lastname4   |         6 | 49.7500000000000000 | 48.1282051282051282
      26 | Student16 Lastname16 |         7 | 57.0000000000000000 | 52.9210526315789474
      21 | Student11 Lastname11 |        14 | 68.0000000000000000 | 45.0208333333333333
      23 | Student13 Lastname13 |        11 | 67.5000000000000000 | 53.1666666666666667
      36 | Student26 Lastname26 |         5 | 63.5000000000000000 | 53.5686274509803922
      45 | Student35 Lastname35 |         1 | 55.3333333333333333 | 53.0000000000000000
      11 | Student1 Lastname1   |         8 | 71.3333333333333333 | 49.8085106382978723
      31 | Student21 Lastname21 |        16 | 56.5000000000000000 | 48.8157894736842105
      32 | Student22 Lastname22 |         3 | 60.2500000000000000 | 50.9736842105263158
      40 | Student30 Lastname30 |         6 | 51.2500000000000000 | 48.1282051282051282
      20 | Student10 Lastname10 |         3 | 53.0000000000000000 | 50.9736842105263158
      32 | Student22 Lastname22 |        14 | 62.0000000000000000 | 45.0208333333333333
      43 | Student33 Lastname33 |         1 | 85.0000000000000000 | 53.0000000000000000
      13 | Student3 Lastname3   |        16 | 57.2500000000000000 | 48.8157894736842105
      42 | Student32 Lastname32 |         1 | 57.5000000000000000 | 53.0000000000000000
      23 | Student13 Lastname13 |         1 | 76.6666666666666667 | 53.0000000000000000
      23 | Student13 Lastname13 |        12 | 58.5000000000000000 | 56.7804878048780488
      15 | Student5 Lastname5   |        17 | 68.5000000000000000 | 49.4117647058823529
      23 | Student13 Lastname13 |         8 | 75.0000000000000000 | 49.8085106382978723
      18 | Student8 Lastname8   |         4 | 64.5000000000000000 | 52.8723404255319149
      34 | Student24 Lastname24 |         2 | 64.2500000000000000 | 53.2826086956521739
      37 | Student27 Lastname27 |        17 | 52.2500000000000000 | 49.4117647058823529
      19 | Student9 Lastname9   |         3 | 60.0000000000000000 | 50.9736842105263158
      14 | Student4 Lastname4   |        10 | 58.2500000000000000 | 52.5400000000000000
      31 | Student21 Lastname21 |         5 | 59.7500000000000000 | 53.5686274509803922
      23 | Student13 Lastname13 |        18 | 78.6666666666666667 | 50.0277777777777778
      15 | Student5 Lastname5   |        14 | 46.6666666666666667 | 45.0208333333333333
      29 | Student19 Lastname19 |        17 | 52.0000000000000000 | 49.4117647058823529
      38 | Student28 Lastname28 |        12 | 57.2500000000000000 | 56.7804878048780488
      40 | Student30 Lastname30 |        11 | 53.6666666666666667 | 53.1666666666666667
      34 | Student24 Lastname24 |         4 | 56.5000000000000000 | 52.8723404255319149
      25 | Student15 Lastname15 |         4 | 64.3333333333333333 | 52.8723404255319149
      25 | Student15 Lastname15 |        14 | 84.6666666666666667 | 45.0208333333333333
      32 | Student22 Lastname22 |         8 | 66.6666666666666667 | 49.8085106382978723
      35 | Student25 Lastname25 |         9 | 82.2500000000000000 | 55.4285714285714286
      12 | Student2 Lastname2   |         2 | 66.6666666666666667 | 53.2826086956521739
      38 | Student28 Lastname28 |        11 | 69.0000000000000000 | 53.1666666666666667
      17 | Student7 Lastname7   |        16 | 59.6666666666666667 | 48.8157894736842105
      19 | Student9 Lastname9   |         6 | 64.6666666666666667 | 48.1282051282051282
      34 | Student24 Lastname24 |         7 | 69.7500000000000000 | 52.9210526315789474
      39 | Student29 Lastname29 |        16 | 50.3333333333333333 | 48.8157894736842105
      35 | Student25 Lastname25 |         8 | 55.7500000000000000 | 49.8085106382978723
      42 | Student32 Lastname32 |        18 | 77.0000000000000000 | 50.0277777777777778
      11 | Student1 Lastname1   |         2 | 72.0000000000000000 | 53.2826086956521739
      21 | Student11 Lastname11 |         6 | 68.6666666666666667 | 48.1282051282051282
      15 | Student5 Lastname5   |        11 | 63.3333333333333333 | 53.1666666666666667
      13 | Student3 Lastname3   |         1 | 78.7500000000000000 | 53.0000000000000000
      31 | Student21 Lastname21 |        10 | 73.0000000000000000 | 52.5400000000000000
      16 | Student6 Lastname6   |         5 | 62.7500000000000000 | 53.5686274509803922
      29 | Student19 Lastname19 |         7 | 58.7500000000000000 | 52.9210526315789474
      44 | Student34 Lastname34 |        15 | 70.6666666666666667 | 55.2826086956521739
      44 | Student34 Lastname34 |         3 | 61.5000000000000000 | 50.9736842105263158
      33 | Student23 Lastname23 |        13 | 64.7500000000000000 | 45.9672131147540984
      38 | Student28 Lastname28 |        17 | 51.2500000000000000 | 49.4117647058823529
      28 | Student18 Lastname18 |        10 | 92.0000000000000000 | 52.5400000000000000
      40 | Student30 Lastname30 |         9 | 59.0000000000000000 | 55.4285714285714286
      34 | Student24 Lastname24 |        15 | 70.0000000000000000 | 55.2826086956521739
      33 | Student23 Lastname23 |        14 | 57.0000000000000000 | 45.0208333333333333
      11 | Student1 Lastname1   |        15 | 59.5000000000000000 | 55.2826086956521739
      20 | Student10 Lastname10 |        10 | 68.0000000000000000 | 52.5400000000000000
      40 | Student30 Lastname30 |         2 | 65.3333333333333333 | 53.2826086956521739
      44 | Student34 Lastname34 |         4 | 64.0000000000000000 | 52.8723404255319149
      16 | Student6 Lastname6   |        12 | 78.6666666666666667 | 56.7804878048780488
      28 | Student18 Lastname18 |        15 | 58.0000000000000000 | 55.2826086956521739
      32 | Student22 Lastname22 |        13 | 66.0000000000000000 | 45.9672131147540984
      42 | Student32 Lastname32 |        10 | 60.5000000000000000 | 52.5400000000000000
      21 | Student11 Lastname11 |         9 | 56.0000000000000000 | 55.4285714285714286
      11 | Student1 Lastname1   |        10 | 83.0000000000000000 | 52.5400000000000000
(133 rows)

 user_id |     full_name      | instructor_revenue 
---------+--------------------+--------------------
       3 | Instructor1 Teach1 |            9474.07
(1 row)

